target_id	length	eff_length	X1	X2	X3	BORED_1	BORED_2	BORED_3	EXCITED_1	EXCITED_2	EXCITED_3
CTC-69-DOWN-0.67	1022	825.480	0	0	0	0.0	0.0	1.0	0.0	2.0	2.0
CUC-34-DOWN-0.67	536	337.480	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
CVC-34-DOWN-0.67	844	646.480	0	0	0	1.0	1.0	0.0	0.0	0.0	1.0
CWC-17-DOWN-0.67	994	796.480	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0
CXC-9-DOWN-0.67	1143	944.480	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
CYC-2-DOWN-0.67	1021	826.480	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
DAD-3000000-DOWN-0.5	1061	863.480	0	0	0	37817.0	34991.0	41931.0	40012.0	25929.0	33800.0
DBD-750000-DOWN-0.5	522	324.480	0	0	0	3093.0	2294.0	3164.0	3730.0	2430.0	2932.0
DCD-187500-DOWN-0.5	1023	825.480	0	0	0	2826.0	2127.0	3025.0	3523.0	2235.0	2721.0
DDD-93750-DOWN-0.5	1023	825.480	0	0	0	1697.0	1303.0	1875.0	2107.0	1456.0	1722.0
DED-46875-DOWN-0.5	751	553.480	0	0	0	299.0	247.0	333.0	362.0	179.0	274.0
DFD-23438-DOWN-0.5	1136	938.480	0	0	0	372.0	348.0	439.0	418.0	270.0	342.0
DGD-11719-DOWN-0.5	872	674.480	0	0	0	78.0	78.0	81.0	94.0	63.0	66.0
DHD-11719-DOWN-0.5	644	446.480	0	0	0	66.0	58.0	98.0	88.0	60.0	74.0
DID-5859-DOWN-0.5	993	795.480	0	0	0	74.0	56.0	99.0	76.0	58.0	66.0
DJD-2930-DOWN-0.5	543	345.480	0	0	0	16.0	10.0	23.0	10.0	11.0	15.0
DKD-2930-DOWN-0.5	525	327.480	0	0	0	17.0	13.0	32.0	27.0	19.0	17.0
DLD-1465-DOWN-0.5	743	545.480	0	0	0	18.0	25.0	27.0	23.0	21.0	19.0
DMD-732-DOWN-0.5	1957	1763.480	0	0	0	17.0	7.0	12.0	22.0	6.0	12.0
DND-732-DOWN-0.5	273	89.037	0	0	0	1.0	0.0	0.0	0.0	2.0	1.0
DPD-366-DOWN-0.5	1137	939.480	0	0	0	2.0	8.0	6.0	5.0	4.0	7.0
DRD-183-DOWN-0.5	537	339.480	0	0	0	0.0	0.0	0.0	1.0	2.0	0.0
DSD-183-DOWN-0.5	808	610.480	0	0	0	2.0	2.0	0.0	3.0	2.0	0.0
DTD-92-DOWN-0.5	1024	825.480	0	0	0	2.0	1.0	1.0	2.0	3.0	3.0
DUD-46-DOWN-0.5	1122	926.480	0	0	0	0.0	0.0	2.0	1.0	1.0	0.0
DVD-46-DOWN-0.5	534	335.480	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
DWD-23-DOWN-0.5	1020	824.480	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
DXD-11-DOWN-0.5	1136	938.480	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
DYD-3-DOWN-0.5	992	794.480	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
